,id,created_time,message,comment_count,reactions.data,reactions.summary.total_count,comments.data,post_id,post_created_time,post_permalink_url,post_shares.count,post_message
15,726381423030278_444388684615445,2024-03-30 20:49:47+00:00,Wr somalia wxaan ahayn masoo gudbisan,0,[],0,,1.9050161156995974e+29,2024-03-30 13:08:50+00:00,https://www.facebook.com/100069752805511/posts/pfbid0d6fzYLHcTyBAZKrJLT5skjWv7yPeGi2XYNeDqQogesHDWqeih91MVE6HUaQyXEiel,,"6 Fursado Shaqo Ah:
Hay'adda Save the Children Waxaa Ka Banaan 6 Shaqo, Fadlan Link-ga hoose ka codso: 👇👇
https://qaranjobs.com/job/somali-jobs-at-save-the-children-6-positions/ 
 #qaranjobs"
16,726381423030278_1153199375693759,2024-03-30 21:42:15+00:00,Said Ciyoon  boos adiga ah baa ku jira taliye,0,[],0,,1.9050161156995974e+29,2024-03-30 13:08:50+00:00,https://www.facebook.com/100069752805511/posts/pfbid0d6fzYLHcTyBAZKrJLT5skjWv7yPeGi2XYNeDqQogesHDWqeih91MVE6HUaQyXEiel,,"6 Fursado Shaqo Ah:
Hay'adda Save the Children Waxaa Ka Banaan 6 Shaqo, Fadlan Link-ga hoose ka codso: 👇👇
https://qaranjobs.com/job/somali-jobs-at-save-the-children-6-positions/ 
 #qaranjobs"
17,726381423030278_1356799048517717,2024-03-30 21:46:54+00:00,Mohamud Ciiro,0,[],0,,1.9050161156995974e+29,2024-03-30 13:08:50+00:00,https://www.facebook.com/100069752805511/posts/pfbid0d6fzYLHcTyBAZKrJLT5skjWv7yPeGi2XYNeDqQogesHDWqeih91MVE6HUaQyXEiel,,"6 Fursado Shaqo Ah:
Hay'adda Save the Children Waxaa Ka Banaan 6 Shaqo, Fadlan Link-ga hoose ka codso: 👇👇
https://qaranjobs.com/job/somali-jobs-at-save-the-children-6-positions/ 
 #qaranjobs"
18,726381423030278_1075330583542952,2024-03-31 00:25:53+00:00,Puntlnd maxaa ka hapary meshan😩,0,[],0,,1.9050161156995974e+29,2024-03-30 13:08:50+00:00,https://www.facebook.com/100069752805511/posts/pfbid0d6fzYLHcTyBAZKrJLT5skjWv7yPeGi2XYNeDqQogesHDWqeih91MVE6HUaQyXEiel,,"6 Fursado Shaqo Ah:
Hay'adda Save the Children Waxaa Ka Banaan 6 Shaqo, Fadlan Link-ga hoose ka codso: 👇👇
https://qaranjobs.com/job/somali-jobs-at-save-the-children-6-positions/ 
 #qaranjobs"
19,726381423030278_809485873882686,2024-03-31 04:39:47+00:00,Bile Shicinbir waxan waa shaqadadii,0,[],0,,1.9050161156995974e+29,2024-03-30 13:08:50+00:00,https://www.facebook.com/100069752805511/posts/pfbid0d6fzYLHcTyBAZKrJLT5skjWv7yPeGi2XYNeDqQogesHDWqeih91MVE6HUaQyXEiel,,"6 Fursado Shaqo Ah:
Hay'adda Save the Children Waxaa Ka Banaan 6 Shaqo, Fadlan Link-ga hoose ka codso: 👇👇
https://qaranjobs.com/job/somali-jobs-at-save-the-children-6-positions/ 
 #qaranjobs"
20,726381423030278_2163154464027200,2024-03-31 06:53:58+00:00,Beenta iska dhaafa waxaad si sharci dara ah u dhimeysaan shaqaalihii in mudo ah idiin shaqeynaayey,0,[],0,,1.9050161156995974e+29,2024-03-30 13:08:50+00:00,https://www.facebook.com/100069752805511/posts/pfbid0d6fzYLHcTyBAZKrJLT5skjWv7yPeGi2XYNeDqQogesHDWqeih91MVE6HUaQyXEiel,,"6 Fursado Shaqo Ah:
Hay'adda Save the Children Waxaa Ka Banaan 6 Shaqo, Fadlan Link-ga hoose ka codso: 👇👇
https://qaranjobs.com/job/somali-jobs-at-save-the-children-6-positions/ 
 #qaranjobs"
21,726381423030278_1458597454757353,2024-03-31 11:02:14+00:00,Dahir Shariif,0,[],0,,1.9050161156995974e+29,2024-03-30 13:08:50+00:00,https://www.facebook.com/100069752805511/posts/pfbid0d6fzYLHcTyBAZKrJLT5skjWv7yPeGi2XYNeDqQogesHDWqeih91MVE6HUaQyXEiel,,"6 Fursado Shaqo Ah:
Hay'adda Save the Children Waxaa Ka Banaan 6 Shaqo, Fadlan Link-ga hoose ka codso: 👇👇
https://qaranjobs.com/job/somali-jobs-at-save-the-children-6-positions/ 
 #qaranjobs"
22,726381423030278_1381398322539378,2024-04-02 11:23:44+00:00,Ibraahim Haajir  muqdisho aya ku jirto,0,[],0,,1.9050161156995974e+29,2024-03-30 13:08:50+00:00,https://www.facebook.com/100069752805511/posts/pfbid0d6fzYLHcTyBAZKrJLT5skjWv7yPeGi2XYNeDqQogesHDWqeih91MVE6HUaQyXEiel,,"6 Fursado Shaqo Ah:
Hay'adda Save the Children Waxaa Ka Banaan 6 Shaqo, Fadlan Link-ga hoose ka codso: 👇👇
https://qaranjobs.com/job/somali-jobs-at-save-the-children-6-positions/ 
 #qaranjobs"
23,726381423030278_933785488238914,2024-04-03 10:44:54+00:00,Hamda A. Adam,0,[],0,,1.9050161156995974e+29,2024-03-30 13:08:50+00:00,https://www.facebook.com/100069752805511/posts/pfbid0d6fzYLHcTyBAZKrJLT5skjWv7yPeGi2XYNeDqQogesHDWqeih91MVE6HUaQyXEiel,,"6 Fursado Shaqo Ah:
Hay'adda Save the Children Waxaa Ka Banaan 6 Shaqo, Fadlan Link-ga hoose ka codso: 👇👇
https://qaranjobs.com/job/somali-jobs-at-save-the-children-6-positions/ 
 #qaranjobs"
24,726381423030278_1434383210499507,2024-04-03 10:45:10+00:00,Sa'da Abdullah,0,[],0,,1.9050161156995974e+29,2024-03-30 13:08:50+00:00,https://www.facebook.com/100069752805511/posts/pfbid0d6fzYLHcTyBAZKrJLT5skjWv7yPeGi2XYNeDqQogesHDWqeih91MVE6HUaQyXEiel,,"6 Fursado Shaqo Ah:
Hay'adda Save the Children Waxaa Ka Banaan 6 Shaqo, Fadlan Link-ga hoose ka codso: 👇👇
https://qaranjobs.com/job/somali-jobs-at-save-the-children-6-positions/ 
 #qaranjobs"
25,726363253032095_766629578731835,2024-03-30 19:14:01+00:00,Salfudin Ina Abdikarim,0,"[{'id': '100031854677787', 'name': 'Salfudin Ina Abdikarim', 'type': 'LIKE'}]",1,,1.9050161156995974e+29,2024-03-30 12:30:19+00:00,https://www.facebook.com/100069752805511/posts/pfbid0W23TCJV1o5aVpGuMRPeWngsiAbmQjkCVb3N8AogNUkMagrTTC19PD2ybHp1sSgSHl,,"3 Fursado Shaqo Ah:
Hay'adda Trócaire Waxaa Ka Banaan 3 Fursado Shaqo Ah, Fadlan Links-ka hoose ka codso: 👇👇
1. Monitoring, Evaluation, Accountability and Learning (MEAL) Coordinator, Gedo, Somalia
https://qaranjobs.com/job/monitoring-evaluation-accountability-and-learning-meal-coordinator-at-trocaire-gedo-somalia/
2. Primary Health Supervisor, Gedo, Somalia
https://qaranjobs.com/job/primary-health-supervisor-at-trocaire-gedo-somalia/
3. Community Health Officer, Gedo, Somalia
https://qaranjobs.com/job/community-health-officer-gedo-somalia-3/ 
 #qaranjobs #Somalijobs #Somalia #Somaliland #FursadShaqo #share #Apply"
26,726363253032095_1487379785325054,2024-03-31 01:00:21+00:00,Hon Mohamed Muhumed Ibrahim,0,[],0,,1.9050161156995974e+29,2024-03-30 12:30:19+00:00,https://www.facebook.com/100069752805511/posts/pfbid0W23TCJV1o5aVpGuMRPeWngsiAbmQjkCVb3N8AogNUkMagrTTC19PD2ybHp1sSgSHl,,"3 Fursado Shaqo Ah:
Hay'adda Trócaire Waxaa Ka Banaan 3 Fursado Shaqo Ah, Fadlan Links-ka hoose ka codso: 👇👇
1. Monitoring, Evaluation, Accountability and Learning (MEAL) Coordinator, Gedo, Somalia
https://qaranjobs.com/job/monitoring-evaluation-accountability-and-learning-meal-coordinator-at-trocaire-gedo-somalia/
2. Primary Health Supervisor, Gedo, Somalia
https://qaranjobs.com/job/primary-health-supervisor-at-trocaire-gedo-somalia/
3. Community Health Officer, Gedo, Somalia
https://qaranjobs.com/job/community-health-officer-gedo-somalia-3/ 
 #qaranjobs #Somalijobs #Somalia #Somaliland #FursadShaqo #share #Apply"
27,726363253032095_1544055513051804,2024-03-31 17:30:36+00:00,Fowzia Ali Qoryarey,0,"[{'id': '100023282056335', 'name': 'Fowzia Ali Qoryarey', 'type': 'LIKE'}]",1,,1.9050161156995974e+29,2024-03-30 12:30:19+00:00,https://www.facebook.com/100069752805511/posts/pfbid0W23TCJV1o5aVpGuMRPeWngsiAbmQjkCVb3N8AogNUkMagrTTC19PD2ybHp1sSgSHl,,"3 Fursado Shaqo Ah:
Hay'adda Trócaire Waxaa Ka Banaan 3 Fursado Shaqo Ah, Fadlan Links-ka hoose ka codso: 👇👇
1. Monitoring, Evaluation, Accountability and Learning (MEAL) Coordinator, Gedo, Somalia
https://qaranjobs.com/job/monitoring-evaluation-accountability-and-learning-meal-coordinator-at-trocaire-gedo-somalia/
2. Primary Health Supervisor, Gedo, Somalia
https://qaranjobs.com/job/primary-health-supervisor-at-trocaire-gedo-somalia/
3. Community Health Officer, Gedo, Somalia
https://qaranjobs.com/job/community-health-officer-gedo-somalia-3/ 
 #qaranjobs #Somalijobs #Somalia #Somaliland #FursadShaqo #share #Apply"
28,726292829705804_1063192218083790,2024-03-30 10:25:34+00:00,Shukri Mohamed Yuusuf,0,[],0,,1.9050161156995974e+29,2024-03-30 10:00:13+00:00,https://www.facebook.com/100069752805511/posts/pfbid0533U9JfGBsjrr9yB67XQvHD4NTdt1DVb2VaD9uqMrtH9oRZr8ZL4VG3M9YdyGEpNl,,"Fursad Shaqo:
Community Health Officer, Gedo, Somalia
https://qaranjobs.com/job/community-health-officer-gedo-somalia-3/ 
 #qaranjobs"
29,726292829705804_2146129879063713,2024-03-30 10:39:04+00:00,Warsame Ibrahim Qoobey,0,[],0,,1.9050161156995974e+29,2024-03-30 10:00:13+00:00,https://www.facebook.com/100069752805511/posts/pfbid0533U9JfGBsjrr9yB67XQvHD4NTdt1DVb2VaD9uqMrtH9oRZr8ZL4VG3M9YdyGEpNl,,"Fursad Shaqo:
Community Health Officer, Gedo, Somalia
https://qaranjobs.com/job/community-health-officer-gedo-somalia-3/ 
 #qaranjobs"
30,726292829705804_1101710064405983,2024-03-31 09:32:53+00:00,Hared Haji Yusuf,0,[],0,,1.9050161156995974e+29,2024-03-30 10:00:13+00:00,https://www.facebook.com/100069752805511/posts/pfbid0533U9JfGBsjrr9yB67XQvHD4NTdt1DVb2VaD9uqMrtH9oRZr8ZL4VG3M9YdyGEpNl,,"Fursad Shaqo:
Community Health Officer, Gedo, Somalia
https://qaranjobs.com/job/community-health-officer-gedo-somalia-3/ 
 #qaranjobs"
31,726290833039337_380952608190496,2024-03-30 10:16:38+00:00,Mohamed Badri,0,"[{'id': '100007317193398', 'name': 'Mohamed Badri', 'type': 'LIKE'}]",1,,1.9050161156995974e+29,2024-03-30 09:56:25+00:00,https://www.facebook.com/100069752805511/posts/pfbid02PXNnS5WAR3DMLBYBgQAwvDPpJjoQvqVGrUGT3qKWwhtgZzBm534NBC2YDjh5jbyil,,"Fursad Shaqo:
Head of Operations, Kismayo, Somalia
https://qaranjobs.com/job/head-of-operations-kismayo-somalia/ 
 #qaranjobs"
32,726290833039337_1351779282006866,2024-03-30 10:39:24+00:00,Abdi Abdullahi,0,"[{'id': '1076390820', 'name': 'Abdi Abdullahi', 'type': 'LOVE'}]",1,,1.9050161156995974e+29,2024-03-30 09:56:25+00:00,https://www.facebook.com/100069752805511/posts/pfbid02PXNnS5WAR3DMLBYBgQAwvDPpJjoQvqVGrUGT3qKWwhtgZzBm534NBC2YDjh5jbyil,,"Fursad Shaqo:
Head of Operations, Kismayo, Somalia
https://qaranjobs.com/job/head-of-operations-kismayo-somalia/ 
 #qaranjobs"
33,726290833039337_788970936083616,2024-03-30 11:39:22+00:00,Abdalla Hirad,0,"[{'id': '100005559105160', 'name': 'Abdalla Hirad', 'type': 'LOVE'}]",1,,1.9050161156995974e+29,2024-03-30 09:56:25+00:00,https://www.facebook.com/100069752805511/posts/pfbid02PXNnS5WAR3DMLBYBgQAwvDPpJjoQvqVGrUGT3qKWwhtgZzBm534NBC2YDjh5jbyil,,"Fursad Shaqo:
Head of Operations, Kismayo, Somalia
https://qaranjobs.com/job/head-of-operations-kismayo-somalia/ 
 #qaranjobs"
34,726290833039337_278079018574952,2024-03-30 16:27:43+00:00,Khadar Omar Mohamed,2,[],0,"[{'created_time': '2024-03-30T17:02:13+0000', 'from': {'name': 'Khadar Omar Mohamed', 'id': '100040593008097'}, 'message': 'Abdishukri Mohamed Korane already choosen ader', 'id': '726290833039337_1165132554653338'}, {'created_time': '2024-03-30T17:26:36+0000', 'from': {'name': 'Abdishukri Mohamed Korane', 'id': '100013007043760'}, 'message': 'Khadar Omar Mohamed ok', 'id': '726290833039337_3818891578434559'}]",1.9050161156995974e+29,2024-03-30 09:56:25+00:00,https://www.facebook.com/100069752805511/posts/pfbid02PXNnS5WAR3DMLBYBgQAwvDPpJjoQvqVGrUGT3qKWwhtgZzBm534NBC2YDjh5jbyil,,"Fursad Shaqo:
Head of Operations, Kismayo, Somalia
https://qaranjobs.com/job/head-of-operations-kismayo-somalia/ 
 #qaranjobs"
35,725064959828591_345297921298598,2024-03-28 10:18:26+00:00,Drs Zamzam  Hyh meeshaa iska xaadiri,0,[],0,,1.905016115699597e+29,2024-03-28 09:58:16+00:00,https://www.facebook.com/100069752805511/posts/pfbid02pkuDQ2hwVqZPB1jEaxBnwmwYP2thjxcaiFqriHww2aGHuKExru5ReyQ5FtzwpnZil,,"Fursad Shaqo:
Qualified Nurse 
https://qaranjobs.com/job/qualified-nurse-at-srcs/
 #qaranjobs"
36,725064959828591_428302319682608,2024-03-28 10:40:18+00:00,Suleka Abdirahmanzxb halkan eeg,0,[],0,,1.905016115699597e+29,2024-03-28 09:58:16+00:00,https://www.facebook.com/100069752805511/posts/pfbid02pkuDQ2hwVqZPB1jEaxBnwmwYP2thjxcaiFqriHww2aGHuKExru5ReyQ5FtzwpnZil,,"Fursad Shaqo:
Qualified Nurse 
https://qaranjobs.com/job/qualified-nurse-at-srcs/
 #qaranjobs"
37,725064959828591_3536621519934055,2024-03-28 11:51:21+00:00,madhawe xage ku taal,1,[],0,"[{'created_time': '2024-03-28T18:34:37+0000', 'from': {'name': 'Mohamed Aden Ali', 'id': '100010157646315'}, 'message': 'Filsan Falis lower juba  degmada badhaadhe', 'id': '725064959828591_341302718400709'}]",1.905016115699597e+29,2024-03-28 09:58:16+00:00,https://www.facebook.com/100069752805511/posts/pfbid02pkuDQ2hwVqZPB1jEaxBnwmwYP2thjxcaiFqriHww2aGHuKExru5ReyQ5FtzwpnZil,,"Fursad Shaqo:
Qualified Nurse 
https://qaranjobs.com/job/qualified-nurse-at-srcs/
 #qaranjobs"
38,725064959828591_3735863316682022,2024-03-28 12:19:58+00:00,Kismayo ma la ogalyahay in laga shaqeeyo,0,[],0,,1.905016115699597e+29,2024-03-28 09:58:16+00:00,https://www.facebook.com/100069752805511/posts/pfbid02pkuDQ2hwVqZPB1jEaxBnwmwYP2thjxcaiFqriHww2aGHuKExru5ReyQ5FtzwpnZil,,"Fursad Shaqo:
Qualified Nurse 
https://qaranjobs.com/job/qualified-nurse-at-srcs/
 #qaranjobs"
39,725064959828591_404771245512835,2024-03-28 15:06:13+00:00,Asma Cabdilaahi,0,[],0,,1.905016115699597e+29,2024-03-28 09:58:16+00:00,https://www.facebook.com/100069752805511/posts/pfbid02pkuDQ2hwVqZPB1jEaxBnwmwYP2thjxcaiFqriHww2aGHuKExru5ReyQ5FtzwpnZil,,"Fursad Shaqo:
Qualified Nurse 
https://qaranjobs.com/job/qualified-nurse-at-srcs/
 #qaranjobs"
40,725064959828591_3732210390382413,2024-03-28 17:26:37+00:00,Sara Ismail ka fa ideyso,0,[],0,,1.905016115699597e+29,2024-03-28 09:58:16+00:00,https://www.facebook.com/100069752805511/posts/pfbid02pkuDQ2hwVqZPB1jEaxBnwmwYP2thjxcaiFqriHww2aGHuKExru5ReyQ5FtzwpnZil,,"Fursad Shaqo:
Qualified Nurse 
https://qaranjobs.com/job/qualified-nurse-at-srcs/
 #qaranjobs"
41,725064959828591_1950025842121191,2024-03-29 01:30:26+00:00,bahja apdi naasir meeshu waa xagee,0,[],0,,1.905016115699597e+29,2024-03-28 09:58:16+00:00,https://www.facebook.com/100069752805511/posts/pfbid02pkuDQ2hwVqZPB1jEaxBnwmwYP2thjxcaiFqriHww2aGHuKExru5ReyQ5FtzwpnZil,,"Fursad Shaqo:
Qualified Nurse 
https://qaranjobs.com/job/qualified-nurse-at-srcs/
 #qaranjobs"
42,725064959828591_978618206929138,2024-03-29 06:46:13+00:00,Mursal Abdi Kulmiye  & Bashiir Weheliye kafaaideysi wcn sxpyal,0,[],0,,1.905016115699597e+29,2024-03-28 09:58:16+00:00,https://www.facebook.com/100069752805511/posts/pfbid02pkuDQ2hwVqZPB1jEaxBnwmwYP2thjxcaiFqriHww2aGHuKExru5ReyQ5FtzwpnZil,,"Fursad Shaqo:
Qualified Nurse 
https://qaranjobs.com/job/qualified-nurse-at-srcs/
 #qaranjobs"
